18.4,1.1,109
20,1.4,303
22.9,3.8,308
24.1,3.1,306
24.8,2.4,305
25.2,2.5,315
26.1,2,310
26.8,2.2,309
26.8,2.5,311
26.3,2.6,313
26.5,2.9,310
26.5,2.2,317
26.5,2.9,308
26.8,2,303
26.6,2.6,310
26.9,1.3,320
26.1,3.2,311
25.2,3.3,310
25.1,3.8,309
25,2.9,308
24.7,2.9,308
24.2,1.7,310
24.1,2.8,312
23.8,2,317
23.1,2.5,309
23,2.7,311
22.7,2.6,311
22.5,3.8,306
22.3,3.1,309
22,3.4,312
21.7,1.6,306
21.3,1,307
20.8,0.8,341
20.7,0.4,0
20.8,2.4,308
21.2,2.6,307
20.8,1.9,306
20.5,0,0
20.6,2.1,309
20.6,2.3,310
20.5,1.1,310
20.1,0.9,327
19.8,0.7,310
20.3,1.5,315
20.6,2.6,310
20.5,2.8,313
20.3,2.6,309
20.4,2.3,312
20,1.9,311
19.2,1.9,309
19.7,0.5,12
18.9,1.6,318
19.1,1.5,318
18.4,1.3,322
18.5,1.1,322
18.1,0.5,109
17.5,0.6,98
17.5,0.8,92
19.4,1.9,310
19,0.7,87
20,3.6,308
19.9,1.8,307
19.6,1.3,303
19.1,1.7,220
19.3,0,0
19.6,0.3,321
19.8,0.8,345
20.1,1.8,290
20.7,3.5,313
20.8,3.4,305
20.9,4.2,310
21.1,3.9,314
21.3,4.1,315
21.5,3.8,307
22,3.5,308
22,4.3,311
22.5,1.1,290
22.8,3,309
23.3,2,311
23.1,3.9,313
23.3,2.9,312
23.8,2.9,312
24,2.1,306
24,4.4,312
24.6,3.3,305
24.8,3.2,307
24.9,3.9,322
25.3,4,310
25.2,3,307
25.5,2,306
26.4,1.9,336
26.1,3.6,317
26.5,2.5,306
26.4,3.8,309
26.3,5.4,310
26.7,2.6,317
26.3,3.8,318
26.5,2.6,312
27,3,309
26.9,3,309
26.8,4.6,318
27.1,3.3,309
27.2,1.5,305
27.6,1.7,354
26.9,2.4,324
27,3.7,309
27.2,2.5,308
27.4,2.9,310
27.5,3,309
27.5,2.8,311
27.8,1.5,337
27.8,1.3,318
27.7,1.8,319
27.6,2.9,319
27.4,2.3,318
27,2.1,315
26.6,1.3,314
26.7,0.4,311
26.7,0.3,310
25.1,0.8,289
24.6,0.6,331
24,0.8,315
23.7,0.8,299
23.6,0.6,331
23.4,1,299
22.8,1.2,232
22.5,0,0
22.3,0,0
22.3,0.5,304
21.7,0.4,0
22.5,1.3,317
22.5,1.5,310
22.6,1.4,310
22.2,0.7,319
22.4,2,319
22.2,1.3,319
22.1,1.2,302
22,0.5,344
21.6,0,23
21,0.6,209
20.8,0.5,185
20.8,0.7,224
20.7,0.3,110
20,0.4,158
19.8,0.5,127
19.7,0,0
19.7,1,226
19.5,0,0
19,0.6,250
18.9,1.1,220
18.6,0.5,234
18.3,0.6,224
18.3,0,0
18.1,0.4,245
18.2,0.5,265
18.2,0.3,250
18.1,0.7,301
17.9,0,0
17.7,0.5,119
17.7,0.3,218
18,0,0
17.9,0.9,225
18.2,0,227
18.4,0.8,229
19.4,0.7,224
21.2,0,0
22.4,0.4,292
23.5,0.3,235
22.7,0.8,300
25.4,0.4,246
26.4,0.5,218
26.8,0.5,257
27.3,0.9,222
28.2,0.4,232
27.8,0.9,226
27.6,0.7,221
29.3,0.7,233
28.4,1,199
